OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	Species
Otu0553	18	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0554	17	Bacteria	Proteobacteria	Alphaproteobacteria	BD-	BD-_unclassified	BD-_unclassified	BD-_unclassified;
Otu0555	17	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_unclassified;
Otu0556	17	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	balearica;
Otu0557	17	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera_unclassified;
Otu0558	17	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0559	17	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0560	17	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0561	17	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0562	17	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	mediterraneus;
Otu0563	17	Bacteria	Proteobacteria	Alphaproteobacteria	BD-	BD-_unclassified	BD-_unclassified	BD-_unclassified;
Otu0564	17	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0565	17	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C	C_unclassified	C_unclassified;
Otu0566	17	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicimonaceae	Endozoicimonaceae_unclassified	Endozoicimonaceae_unclassified;
Otu0567	16	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0568	16	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces_unclassified;
Otu0569	16	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0570	16	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0571	16	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0572	16	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0573	16	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0574	16	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicimonaceae	Endozoicimonaceae_unclassified	Endozoicimonaceae_unclassified;
Otu0575	16	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_unclassified;
Otu0576	16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0577	16	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0578	16	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	Gemella_unclassified;
Otu0579	16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0580	16	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0581	16	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkaniaceae_unclassified	Simkaniaceae_unclassified;
Otu0582	15	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0583	15	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0584	15	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0585	15	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_unclassified	Phycisphaerales_unclassified	Phycisphaerales_unclassified;
Otu0586	15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	marinoflava;
Otu0587	15	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0588	15	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0589	15	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0590	15	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0591	15	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0592	15	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0593	15	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0594	15	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae	Microthrixaceae_unclassified	Microthrixaceae_unclassified;
Otu0595	15	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	bacterium;
Otu0596	15	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0597	14	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_unclassified;
Otu0598	14	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0599	14	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0600	14	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0601	14	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicimonaceae	Endozoicimonaceae_unclassified	Endozoicimonaceae_unclassified;
Otu0602	14	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0603	14	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_unclassified;
Otu0604	14	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0605	14	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	bryozoorum;
Otu0606	14	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonadaceae_unclassified	Kordiimonadaceae_unclassified;
Otu0607	14	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0608	14	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	luteus;
Otu0609	14	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0610	14	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0611	14	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_unclassified;
Otu0612	14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_unclassified;
Otu0613	13	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_unclassified;
Otu0614	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0615	13	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0616	13	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	ruthenica;
Otu0617	13	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0618	13	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	granulosum;
Otu0619	13	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0620	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0621	13	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae_unclassified	Bacteriovoracaceae_unclassified;
Otu0622	13	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicimonaceae	Endozoicimonaceae_unclassified	Endozoicimonaceae_unclassified;
Otu0623	13	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0624	13	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_unclassified	Phycisphaerales_unclassified	Phycisphaerales_unclassified;
Otu0625	13	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0626	13	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0627	13	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	ruthenica;
Otu0628	13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_unclassified;
Otu0629	13	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0630	13	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellulaceae_unclassified	Pirellulaceae_unclassified;
Otu0631	13	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0632	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia_unclassified;
Otu0633	13	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified;
Otu0634	13	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0635	12	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0636	12	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionales_unclassified	Vibrionales_unclassified	Vibrionales_unclassified;
Otu0637	12	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0638	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia_unclassified;
Otu0639	12	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0640	12	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0641	12	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_unclassified;
Otu0642	12	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0643	12	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0644	12	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0645	12	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0646	12	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0647	12	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0648	12	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0649	12	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrionaceae_unclassified	Vibrionaceae_unclassified;
Otu0650	12	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera_unclassified;
Otu0651	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum_unclassified;
Otu0652	11	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0653	11	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0654	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	Rhizobiales_unclassified;
Otu0655	11	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0656	11	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0657	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	Rhizobiales_unclassified;
Otu0658	11	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiellaceae_unclassified	Coxiellaceae_unclassified;
Otu0659	11	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_unclassified	Cryomorphaceae_unclassified;
Otu0660	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0661	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	Marivita_unclassified;
Otu0662	11	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0663	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0664	11	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Salinibacterium	amurskyense;
Otu0665	11	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0666	11	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilaceae_unclassified	Oleiphilaceae_unclassified;
Otu0667	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia_unclassified;
Otu0668	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter_unclassified;
Otu0669	11	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0670	11	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0671	11	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0672	11	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0673	11	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	rosenbergii;
Otu0674	10	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0675	10	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera_unclassified;
Otu0676	10	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0677	10	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0678	10	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0679	10	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified;
Otu0680	10	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
